#{"t_start": 1628797123.813883, "env_id": "LunarLander-v2"}
r,l,t
-0.897609,1000,4041.72813
-28.223967,1000,4045.90957
-50.010187,1000,4050.26192
-11.937869,1000,4054.988971
21.092567,1000,4060.031955
3.876814,1000,4063.454946
-16.259372,1000,4068.650271
17.278367,1000,4073.834943
-12.950355,1000,4078.985447
25.568497,1000,4083.505064
5.903097,1000,4087.518881
27.48525,1000,4092.336299
-18.154261,1000,4097.229867
-41.571644,1000,4102.253346
25.596116,1000,4105.918566
-48.202063,1000,4110.02738
4.403262,1000,4114.186199
-1.775902,1000,4117.980764
-57.772412,1000,4123.504432
-34.183195,1000,4127.044881
-28.72031,1000,4132.119699
-9.54402,1000,4136.79137
-1.463681,1000,4140.25699
3.384844,1000,4145.407959
-23.445376,1000,4150.987003
-29.444268,1000,4155.227898
30.695879,1000,4159.21794
-14.286805,1000,4164.140049
-27.044482,1000,4169.931733
-2.980257,1000,4173.855217
-8.689665,1000,4177.609319
2.290202,1000,4182.361574
9.136107,1000,4188.192171
17.205242,1000,4191.73768
-0.45538,1000,4196.040834
-38.994993,1000,4200.144328
-10.442447,1000,4204.613301
25.247116,1000,4208.033707
0.872198,1000,4213.488944
-0.130546,1000,4217.253574
13.845144,1000,4222.256271
-15.021756,1000,4227.311762
3.588872,1000,4231.939134
9.239626,1000,4235.568074
-28.914262,1000,4240.467798
17.686441,1000,4245.098628
-40.664721,1000,4249.544861
-31.337281,1000,4254.2408
-14.012456,1000,4259.338143
23.172339,1000,4262.872367
-10.019882,1000,4267.506407
2.569921,1000,4271.190208
24.353468,1000,4275.881512
12.061202,1000,4279.547798
0.437061,1000,4283.535159
-2.853155,1000,4287.416985
-7.018455,1000,4292.799197
-23.328066,1000,4297.012829
31.20608,1000,4302.643062
0.472834,1000,4306.231683
35.899464,1000,4312.169535
-9.841354,1000,4317.171739
-11.749888,1000,4321.605904
-18.94866,1000,4326.482224
-15.635203,1000,4330.725644
7.536727,1000,4334.442762
4.146503,1000,4338.434758
-36.176032,1000,4343.554798
15.053056,1000,4348.729116
-39.746508,1000,4352.833825
-10.358937,1000,4356.229484
42.670052,1000,4360.363014
-25.449543,1000,4365.763541
9.107297,1000,4369.943979
26.287652,1000,4374.201367
4.568668,1000,4378.764953
21.229516,1000,4383.829782
-36.340897,1000,4388.461743
-4.921737,1000,4391.977273
7.392076,1000,4396.057479
-9.192027,1000,4402.231614
17.05926,1000,4405.891804
-11.251191,1000,4411.083663
35.609949,1000,4415.303726
-21.421558,1000,4421.367394
-50.247054,1000,4424.870661
-28.600878,1000,4429.191059
-18.994026,1000,4432.988027
-14.761827,1000,4438.752512
5.5852,1000,4442.499532
6.568799,1000,4446.217687
-39.44131,1000,4450.460242
-0.770223,1000,4455.476074
33.842923,1000,4459.095547
-40.835956,1000,4463.31859
-3.432842,1000,4467.95928
-25.703285,1000,4473.351882
-17.07864,1000,4477.235561
-36.594935,1000,4482.338501
-1.588839,1000,4487.291312
1.151622,1000,4492.055905
4.541871,1000,4495.616081
13.58708,1000,4499.26064
-20.397381,1000,4502.795899
-2.189974,1000,4507.379557
19.749689,1000,4511.632318
18.874026,1000,4515.416864
-46.326876,1000,4519.499623
20.144611,1000,4525.046285
3.265419,1000,4528.47
-13.34585,1000,4533.406422
33.604563,1000,4536.948704
-7.121777,1000,4543.283874
-5.333706,1000,4547.502583
8.197321,1000,4551.170719
-38.528595,1000,4556.541986
-10.798971,1000,4561.662014
2.156601,1000,4565.592211
-6.649707,1000,4570.138447
-36.876215,1000,4574.751199
7.806103,1000,4580.465151
-17.988293,1000,4585.110289
17.585463,1000,4588.458688
-13.360492,1000,4592.605287
-7.768527,1000,4598.093061
6.460256,1000,4601.568337
19.892249,1000,4607.142849
-23.444137,1000,4612.509445
-9.699525,1000,4617.813229
-5.060364,1000,4622.288533
28.517086,1000,4626.78931
-4.317606,1000,4632.14753
24.539218,1000,4637.610791
49.569816,1000,4641.573906
4.903753,1000,4646.115103
-5.563337,1000,4650.259613
14.631604,1000,4655.419389
30.495512,1000,4660.026719
8.508634,1000,4664.292607
-131.714198,156,4664.630865
26.625968,1000,4670.42366
173.384013,638,4673.110682
228.566454,502,4674.633779
-10.550807,1000,4678.752708
203.434683,539,4681.167614
164.992132,900,4684.477153
186.354361,580,4686.182943
42.476106,1000,4690.958219
193.080513,592,4693.743393
30.872091,1000,4697.737371
-14.909616,1000,4702.34393
-0.484672,1000,4705.97365
-18.826924,1000,4711.349083
-10.094692,1000,4715.929827
-20.814875,1000,4719.941363
-4.074401,1000,4724.213917
0.506453,1000,4729.911084
-16.932622,1000,4734.607497
-20.904562,1000,4739.086325
44.77356,1000,4743.134549
-1.220104,1000,4747.772619
-14.900216,1000,4752.650052
10.812277,1000,4756.445647
37.298843,1000,4760.6288
-14.871891,1000,4765.750854
-4.29825,1000,4770.563877
15.541743,1000,4775.995799
20.841112,1000,4779.451141
39.871224,1000,4783.975807
39.573807,1000,4787.549035
62.640942,1000,4792.033469
-16.370303,1000,4796.417092
20.654341,1000,4800.565094
13.138862,1000,4804.571668
135.021951,939,4808.621458
193.378448,832,4811.454366
3.919849,1000,4818.660733
49.432567,1000,4822.874349
17.415631,1000,4826.639313
15.855926,1000,4831.713453
-3.369043,1000,4837.42662
157.622855,789,4840.950881
221.510666,629,4842.580097
1.68926,1000,4847.461412
-20.333398,1000,4852.587679
220.038282,494,4854.130793
22.223154,1000,4858.510114
238.5077,577,4860.374254
-26.011582,1000,4865.832173
226.609394,656,4868.278229
194.214069,571,4870.172409
164.252211,733,4872.385591
19.612712,1000,4876.792125
21.728238,1000,4881.074911
156.820478,885,4884.520025
-20.179931,1000,4888.610885
46.230944,1000,4894.188524
62.513287,1000,4898.947632
50.214701,1000,4902.514545
211.919926,593,4904.237629
183.982731,759,4907.588859
177.580842,785,4911.002141
169.202035,810,4913.872528
170.593199,793,4917.380481
-26.294766,1000,4923.191879
-12.079017,1000,4927.315926
140.358964,990,4930.987711
141.599876,962,4934.289308
212.00862,763,4938.060404
230.818293,453,4939.424378
209.492596,712,4941.517099
225.647498,660,4943.537439
97.139961,1000,4947.843315
-1.216907,1000,4951.30028
147.147644,756,4954.30098
24.594654,1000,4957.688506
210.375123,624,4960.064691
-31.878255,1000,4965.338691
231.956033,677,4967.549106
-5.254917,1000,4972.563631
264.498258,469,4974.550073
161.931818,873,4978.644856
206.386428,747,4981.921014
201.943337,706,4984.576817
190.446997,745,4987.799795
213.126937,555,4989.722824
130.021298,902,4993.270851
250.09797,493,4994.732002
197.084164,726,4997.50535
217.086227,568,4999.183193
125.723752,952,5003.609409
30.43462,1000,5007.133522
198.273308,756,5010.896483
203.698598,668,5012.946277
219.877276,527,5014.539349
-7.762099,1000,5018.220695
208.992774,762,5021.868826
177.775941,797,5024.539164
153.689292,850,5027.852474
194.711805,634,5030.007825
68.305173,1000,5034.972284
205.020082,617,5036.927562
47.03948,1000,5041.143354
194.240781,591,5042.829843
202.648121,673,5046.475857
-29.041118,1000,5051.324966
195.964946,856,5054.905518
12.119197,1000,5059.427999
-13.563804,1000,5064.885496
211.869575,594,5066.813311
205.77614,510,5068.369034
-21.016004,1000,5072.659777
241.517075,472,5075.132981
27.087907,1000,5081.180514
16.175494,1000,5084.981795
158.371756,811,5087.643226
162.788717,629,5090.895082
243.719048,570,5092.913861
223.441749,644,5095.025023
47.21378,1000,5100.649757
253.977468,428,5102.390323
207.421541,456,5104.17912
206.564329,662,5106.717117
180.669711,922,5111.034025
222.850988,361,5112.001315
190.256569,632,5114.645622
111.490554,1000,5120.093209
173.600359,877,5123.574
75.191307,1000,5128.336636
195.444046,859,5131.312532
-0.679378,1000,5135.477442
250.824118,649,5137.934364
197.997483,730,5141.699707
-72.204846,735,5144.470796
210.013454,616,5146.381125
201.021557,519,5148.033645
188.234775,636,5150.913507
198.492007,854,5153.824212
232.591279,381,5154.831856
136.864585,851,5158.500701
242.362074,541,5160.218199
166.000515,872,5163.746578
159.288111,754,5166.539136
243.006891,384,5167.514176
261.790721,445,5169.350452
218.890089,572,5171.432014
178.060555,741,5174.301521
205.626909,665,5176.553373
272.509161,450,5177.901125
243.708523,441,5179.509778
249.424627,329,5180.37529
155.908623,726,5183.174233
204.383603,580,5185.222511
238.573315,418,5186.39258
222.887134,544,5187.973194
163.8299,880,5190.928978
234.786012,494,5192.404706
209.203186,505,5194.580013
251.902199,490,5196.171923
269.155862,422,5197.367568
241.001293,506,5198.99618
197.229577,618,5201.006291
276.594325,385,5202.008045
151.387144,705,5204.663852
221.233478,491,5206.34765
229.896505,455,5208.161611
190.589279,491,5209.804227
223.498895,403,5211.040777
189.81545,600,5213.464443
187.519843,559,5215.210829
219.629707,440,5216.570733
186.169185,637,5218.422993
264.119542,388,5219.969767
201.292995,628,5222.5665
245.395088,474,5224.174868
256.025726,471,5225.528962
190.165838,530,5227.308441
231.661535,648,5229.473965
213.070588,714,5231.99932
210.840598,560,5233.869066
246.947829,514,5236.254288
201.841857,603,5238.403333
153.772188,765,5241.280802
267.239745,447,5242.60376
246.652701,487,5244.673441
166.926839,673,5247.768394
163.427615,828,5250.536892
250.306782,480,5252.000531
253.322835,472,5253.546876
250.261507,464,5255.495193
248.83818,359,5256.453227
217.043095,793,5258.797966
228.621186,419,5260.079801
237.507137,576,5261.912865
175.593677,876,5265.049504
236.858673,492,5266.299302
245.329967,370,5267.847755
239.690347,457,5269.85034
221.587456,373,5270.854867
201.573475,428,5272.053557
195.517377,652,5274.036092
201.876478,949,5277.639653
220.544957,639,5279.549043
233.206491,522,5281.202481
199.660494,631,5284.133343
249.368452,413,5285.351038
186.618397,602,5287.381355
242.716369,536,5289.051702
250.121068,517,5290.743706
193.856181,500,5292.84239
220.450752,575,5294.738121
219.855116,373,5295.836582
180.133571,587,5297.933861
248.703348,422,5299.239537
204.847834,679,5301.518765
215.015225,630,5303.211648
197.416827,598,5305.589625
216.821977,574,5307.788961
178.545505,700,5310.657976
233.847728,487,5312.09325
265.15975,432,5313.42079
206.023719,519,5315.758278
274.67555,402,5316.845364
234.489147,513,5318.217067
251.547161,392,5319.331316
203.775191,441,5320.977122
254.072764,519,5322.899656
199.73613,863,5326.838303
189.76572,689,5328.490713
220.606815,381,5329.449797
257.177631,335,5330.145645
263.073931,417,5331.071251
214.547841,352,5331.775701
211.433665,524,5333.04252
227.037714,439,5333.816137
243.763589,432,5334.6323
252.899004,341,5335.229629
225.998088,713,5337.32868
271.64883,461,5338.102966
187.403294,518,5339.536439
230.595474,383,5340.313602
254.988488,367,5340.969726
249.679901,427,5341.899026
259.323081,551,5342.979179
188.97582,580,5344.510308
244.185873,310,5345.297247
234.142321,470,5346.085207
220.033083,470,5347.26782
215.740007,422,5348.18006
207.269052,544,5349.695725
200.090469,456,5350.636904
193.919908,462,5351.687235
220.648831,769,5353.661927
218.190604,420,5354.614114
232.670853,431,5355.43277
244.981517,468,5356.442821
191.342167,546,5357.694391
210.506418,767,5360.034067
212.363106,479,5361.203877
200.509121,522,5362.790855
242.303078,525,5366.157066
218.879175,384,5367.966126
263.054567,374,5369.157323
221.701362,559,5371.539803
221.693227,679,5375.301327
261.837809,322,5376.66624
252.129439,454,5378.348665
214.974074,515,5380.573872
182.556938,501,5384.316805
232.155926,524,5385.595391
210.440748,327,5386.331282
231.609291,317,5386.940641
219.530092,335,5387.724205
232.729776,481,5388.724235
211.27155,452,5390.08898
223.137139,600,5391.684657
252.070617,514,5392.850527
223.886331,495,5394.141349
266.818164,315,5394.78959
227.249788,380,5395.488776
260.314974,397,5396.295549
220.427722,675,5398.716063
264.728526,368,5399.406679
235.778397,481,5400.395875
224.935968,530,5401.488493
256.85022,416,5402.405312
79.770524,1000,5404.95967
247.002338,566,5406.086406
240.527881,418,5406.986636
239.775287,371,5408.943387
217.749287,426,5409.903173
268.005723,415,5411.972814
92.283464,1000,5418.930836
278.629811,370,5420.690624
259.010994,354,5422.786351
239.861508,413,5424.471375
225.399067,286,5425.273798
5.570174,364,5426.123952
251.588819,354,5427.470951
232.705617,400,5428.48491
274.377654,445,5429.428906
213.116841,672,5432.110848
258.634451,410,5433.932283
214.797858,596,5435.495691
186.552973,712,5437.599568
256.356071,523,5438.90752
224.062944,508,5440.259631
231.541983,493,5441.87185
252.337076,378,5442.718121
98.655082,1000,5446.82581
195.601844,535,5449.646261
230.739566,290,5450.414235
238.12115,461,5453.233235
258.334668,440,5454.232004
202.357339,534,5455.477676
250.074294,295,5455.945599
251.597834,419,5456.881067
225.342678,400,5457.840565
241.964581,418,5458.769915
207.338934,711,5460.436333
243.330571,500,5462.042401
242.354047,618,5464.917228
209.997685,392,5465.772108
237.131332,388,5466.518674
-47.101369,337,5467.160894
256.590174,329,5467.731505
213.759732,309,5468.45655
228.253121,462,5469.768797
199.392377,552,5471.244684
247.300556,576,5472.765508
230.412368,552,5473.979146
97.132697,1000,5477.341654
284.245609,341,5478.198176
236.712474,463,5479.292174
241.834958,326,5480.17727
211.812272,452,5481.321853
286.354303,324,5482.099509
212.330893,643,5487.632231
260.647228,323,5489.683696
199.178835,778,5493.513779
285.12818,462,5495.128596
221.434828,484,5497.02739
222.532417,545,5498.713562
261.004313,487,5499.627774
256.714491,380,5500.449966
209.812884,456,5501.719858
219.362305,476,5502.856559
228.398864,421,5503.896954
286.147469,300,5504.466109
269.500309,419,5505.358829
272.303378,371,5506.351948
103.783262,1000,5509.051872
235.072469,585,5510.629014
260.568626,369,5511.554463
213.076063,443,5513.035503
218.763863,430,5514.086966
59.992525,1000,5517.827088
267.144381,403,5518.76912
248.348074,449,5520.330979
263.277743,463,5521.505221
262.80598,343,5522.395953
256.391986,457,5523.61397
195.886464,576,5525.217045
245.001582,361,5526.304904
223.67115,483,5527.801705
243.851815,453,5529.445614
236.997868,397,5530.483627
235.162934,338,5531.480697
267.382042,378,5532.871808
242.245778,429,5535.525665
253.359587,457,5537.458282
222.412152,458,5540.182739
237.07076,482,5542.38687
248.972407,375,5543.9532
249.727757,376,5545.014787
234.293895,408,5546.208964
244.667316,368,5547.654083
254.747011,302,5548.715821
254.028472,500,5550.624256
183.888496,708,5553.423698
257.089427,382,5555.687799
277.766291,321,5556.998774
227.275386,408,5559.11289
234.091862,361,5560.548916
256.617102,323,5561.821249
246.749707,480,5564.206337
239.054869,513,5566.327838
272.894625,362,5567.535574
214.679512,352,5568.824201
249.001551,339,5570.13511
261.651138,393,5571.571443
216.570135,293,5572.236261
232.038067,442,5573.592061
229.985575,518,5576.244652
231.213662,310,5576.968274
247.599072,347,5577.80659
266.992443,408,5579.003415
217.88033,434,5580.7309
259.072481,272,5581.485279
228.523638,437,5582.618622
-31.535666,301,5583.307668
275.843033,447,5584.674693
246.780265,342,5585.733574
264.876843,452,5586.938527
244.354633,659,5589.13643
251.42282,484,5590.478127
266.580245,307,5591.268125
211.43275,392,5592.394107
250.224999,262,5593.040213
215.341815,540,5595.545335
264.925206,331,5596.418593
213.869307,438,5597.939705
212.337158,462,5599.36148
237.504978,314,5600.356473
231.9423,343,5601.148671
235.184853,455,5602.492445
241.265715,579,5604.673999
249.230845,316,5605.965949
265.667139,629,5608.022469
252.892261,291,5608.662454
240.019296,392,5609.76776
268.443298,335,5610.74637
269.914905,250,5611.425292
246.482851,359,5612.42947
245.255826,352,5613.553163
228.022458,560,5615.754889
229.748544,594,5617.526465
197.157783,655,5619.815855
238.095313,332,5621.185989
266.866674,324,5622.559193
212.45895,546,5624.589499
247.843171,427,5625.818911
231.560293,250,5626.411187
255.138387,514,5627.888893
235.158838,623,5630.100176
275.317768,324,5630.986782
228.785036,414,5632.230504
250.771312,325,5633.350734
263.654853,358,5634.933762
260.718842,310,5636.758243
265.475097,442,5638.389094
256.87425,268,5639.110421
177.312786,656,5643.029191
265.83843,451,5644.903941
110.134714,1000,5650.372382
260.345115,359,5651.262534
262.540714,419,5652.42983
235.095907,323,5653.200016
258.516638,350,5654.479437
252.556291,431,5656.399701
219.217999,542,5657.847268
251.510438,372,5658.736219
235.721281,341,5659.707628
211.552755,456,5661.29969
249.746865,340,5662.066304
260.990939,429,5663.184347
257.320279,324,5664.050537
256.673758,300,5664.793177
231.609024,274,5666.037861
220.896179,860,5669.933962
211.457593,431,5671.301071
240.836153,252,5672.019098
233.649451,666,5673.84841
252.79802,481,5675.664996
239.913724,473,5677.283955
242.383724,357,5678.548134
257.756601,440,5680.168366
252.122739,408,5681.287931
220.885114,308,5682.024237
262.612604,379,5683.272412
253.371285,320,5684.146448
263.067683,341,5685.029925
-40.476271,382,5686.103441
276.435066,327,5687.371295
221.682672,323,5688.560068
260.672362,294,5689.520798
224.186831,541,5691.90052
240.668576,330,5693.158505
83.300794,1000,5699.752553
216.409244,488,5702.638304
262.387708,400,5705.793678
247.574402,383,5708.175393
76.55558,1000,5714.791363
245.523713,431,5716.304578
223.959444,442,5717.999883
265.243017,447,5719.799923
243.216574,397,5720.986319
264.565605,436,5722.203751
225.531637,552,5724.08971
224.544689,276,5724.919177
251.69011,305,5725.677822
280.858754,335,5726.792735
212.570421,588,5729.099481
235.073312,384,5731.259605
265.167681,280,5732.403411
221.794217,417,5733.57403
277.321709,365,5734.708804
240.267222,375,5736.05045
241.919608,561,5738.478189
262.14734,433,5739.584673
254.894315,390,5740.684536
279.58669,391,5742.034456
242.782718,377,5743.64647
229.820206,256,5745.203948
237.964209,320,5746.351791
267.988277,379,5747.61494
219.895526,497,5749.40332
-43.601926,317,5750.230476
280.436081,413,5751.401316
238.019412,656,5754.483258
196.181917,592,5757.838265
110.954465,1000,5761.086795
227.083206,457,5762.306473
263.608778,381,5763.570684
222.701644,446,5764.935551
226.92127,430,5766.104632
252.092094,346,5767.067801
275.249995,409,5768.606077
273.935774,501,5770.32338
250.889427,350,5771.179319
253.936569,423,5773.048805
201.644181,328,5774.525395
236.057914,578,5776.780586
247.358213,445,5778.244121
225.218389,565,5780.44728
260.33017,370,5782.12548
231.813534,470,5783.664637
196.636155,446,5785.070482
235.618682,434,5786.238013
232.876952,449,5787.801106
232.333367,335,5788.693146
262.667317,352,5789.636779
213.700803,569,5791.502567
255.359269,346,5793.416424
257.511304,475,5794.942562
202.401277,511,5796.488948
232.378876,347,5797.652816
221.608793,461,5799.3933
245.212654,319,5800.225244
227.550581,527,5801.920193
264.102699,342,5803.055256
243.651846,269,5803.759752
235.162096,512,5805.807714
247.519482,455,5807.068037
236.542411,564,5809.191456
267.737471,420,5810.26692
255.898215,342,5811.130276
227.545535,538,5812.989372
203.315662,571,5814.983777
250.391021,329,5816.164226
230.16406,606,5818.273001
209.156712,467,5819.891616
198.06064,608,5822.135647
90.172685,1000,5826.100756
248.867541,380,5827.170365
259.279808,412,5828.154605
201.323337,454,5830.08667
174.439524,833,5834.001186
221.051465,560,5835.759878
238.442024,327,5836.559342
265.402967,466,5838.217174
255.645995,409,5839.576538
234.55103,311,5840.417601
217.670342,455,5841.930799
224.01427,402,5843.098689
256.703342,329,5844.153503
242.66953,334,5845.360476
175.989921,703,5848.235118
225.772095,349,5849.241435
263.037754,475,5851.007812
233.231515,386,5852.381977
217.803046,595,5854.308053
249.203585,449,5855.663716
232.80792,403,5857.59138
236.582412,470,5859.026957
255.843895,254,5859.603581
241.631787,556,5861.330919
211.277686,372,5862.551373
219.955186,452,5863.819092
225.998168,480,5865.217018
251.039887,356,5866.126094
222.420785,362,5867.21296
232.999554,404,5869.054848
256.179731,266,5869.802472
259.956622,455,5871.248741
238.301592,384,5872.366652
214.351816,478,5873.85557
203.488845,387,5874.920054
232.240447,423,5876.339672
266.019235,388,5878.00946
250.750225,393,5879.148751
217.693027,347,5880.205204
238.296473,446,5881.577709
223.909851,500,5883.326735
208.579184,494,5884.972094
210.913038,639,5887.116238
231.704744,425,5889.056393
223.652882,334,5890.277977
176.297942,700,5893.202503
252.460294,521,5894.928025
237.105778,476,5896.616106
252.265275,550,5898.998916
222.008277,393,5900.304238
238.708968,380,5901.46665
200.073067,790,5905.957347
255.522922,363,5907.034156
222.107166,427,5908.627159
221.505393,469,5910.414833
233.177138,415,5912.094223
215.237894,415,5913.613592
225.604706,668,5916.710756
223.079259,295,5917.506825
268.813927,262,5918.242342
212.846755,506,5919.885751
254.035876,396,5921.310575
242.842887,421,5922.458419
276.125228,380,5923.741617
261.257003,455,5925.397223
235.375415,442,5926.715134
268.083539,449,5928.770587
249.91132,390,5930.228354
242.11708,510,5932.645444
281.645929,414,5934.299417
253.398134,356,5935.408593
227.778894,786,5940.504477
260.433643,377,5941.708188
225.522311,509,5943.320454
247.237748,409,5945.020788
14.255325,1000,5950.006117
94.900634,1000,5954.931439
230.420051,468,5956.169143
203.925211,563,5958.21216
225.141571,578,5960.640169
225.414,483,5962.356141
248.161534,268,5963.009031
-27.585246,1000,5967.613468
222.490856,394,5969.436664
-6.459824,1000,5974.724912
257.537049,480,5976.195028
261.541825,516,5977.695701
244.309612,464,5979.245039
217.630786,655,5982.267919
30.068399,1000,5987.804283
260.217584,612,5990.736631
241.11287,550,5993.222762
205.401467,704,5996.255908
255.526793,396,5997.292614
177.457446,689,5999.764956
184.734778,793,6003.801572
248.381925,403,6004.810239
152.500958,826,6008.141295
159.97175,879,6011.997765
254.729805,495,6013.342825
216.648735,358,6014.466186
260.587037,485,6015.898695
207.946935,516,6017.834096
248.384024,477,6019.83924
238.821678,480,6025.045538
223.75401,391,6028.603632
252.135812,360,6032.191412
238.617473,367,6033.748973
257.287181,397,6034.86457
260.888923,263,6035.466795
210.120598,455,6037.085252
230.252912,623,6039.91123
256.934444,456,6041.167644
244.943252,596,6044.081449
228.279205,480,6046.391874
266.256284,431,6047.960515
233.993281,366,6049.070231
244.401045,271,6049.934016
242.125446,466,6051.713569
259.681809,539,6053.338351
235.498597,403,6054.427247
215.023694,745,6056.879198
217.633459,435,6058.015908
209.586084,390,6059.026408
258.608094,399,6060.158674
201.950976,592,6062.744585
252.678284,495,6064.201049
178.171343,745,6067.640323
190.942878,721,6069.508
229.478925,868,6071.753359
179.182911,862,6074.347653
255.610518,447,6075.668861
238.895233,574,6077.758197
244.249023,347,6078.387019
240.96246,467,6079.385585
198.205044,537,6080.72817
241.34968,364,6081.563912
252.99006,288,6082.118165
232.487618,628,6083.822873
245.957073,452,6084.968336
250.669939,448,6086.034457
244.622273,449,6086.924983
246.7185,490,6088.251094
253.005025,331,6088.907611
250.180347,429,6089.96253
19.265631,1000,6093.477337
183.445286,600,6095.093461
237.947317,577,6097.37808
254.862824,295,6098.237771
156.320587,927,6102.397695
182.105318,644,6104.853291
227.483292,298,6105.449749
190.316281,583,6107.263304
256.550764,444,6108.264127
171.857049,921,6112.025414
-31.661296,1000,6116.883408
217.610957,422,6117.874293
-50.959494,1000,6122.249753
251.810521,425,6123.195546
242.18673,372,6123.964299
223.043716,465,6125.453131
-4.060182,1000,6129.148023
21.775194,1000,6132.168579
199.069953,713,6134.779839
6.797458,1000,6138.68978
141.442384,817,6141.253941
241.300523,531,6142.576984
236.057207,334,6143.246484
248.793745,448,6144.457551
-7.511434,1000,6147.921448
183.571736,771,6150.082852
257.585984,495,6152.323153
12.236907,1000,6156.179735
242.664077,449,6157.110756
251.665519,557,6158.252315
146.450389,789,6161.560653
252.557052,250,6161.990034
275.323471,472,6163.001307
227.406916,284,6163.487216
-4.928675,1000,6167.722014
248.244633,386,6168.535398
254.47085,333,6169.170431
181.922174,653,6171.160744
211.841157,563,6173.084329
160.661125,735,6175.144197
240.509936,303,6175.697997
-9.750874,1000,6178.351138
269.153221,372,6179.138614
271.489723,250,6179.60762
64.720141,1000,6182.985168
235.736158,403,6183.730156
175.168362,823,6186.734689
287.973815,347,6187.470942
199.668547,733,6189.337823
58.968718,1000,6192.524131
216.459477,563,6194.282979
220.649506,614,6195.938911
-11.551847,1000,6199.46035
244.244801,432,6200.375573
277.957167,393,6201.459927
201.315929,473,6202.885539
230.506968,687,6204.918247
167.980546,878,6207.647967
230.717347,486,6208.936606
231.962185,517,6210.483524
250.610834,415,6211.34126
206.304519,619,6212.903825
272.49111,449,6213.917958
240.729176,373,6214.895666
217.213454,446,6215.828683
273.049353,338,6216.43731
214.631553,314,6217.126097
281.49124,365,6217.88076
251.244682,342,6218.69544
249.325341,415,6219.583355
253.076292,355,6220.412438
286.963466,360,6221.460087
59.355147,1000,6224.860181
224.383437,508,6226.012156
249.829281,256,6226.485751
219.754128,485,6227.563775
245.997634,529,6228.966509
263.64214,506,6230.098426
264.639218,437,6231.009617
267.15608,398,6231.949426
182.288186,619,6233.822661
-12.323221,1000,6237.613297
254.622736,335,6238.621587
257.698051,372,6239.58657
199.66268,457,6240.9705
149.783366,916,6244.686106
120.632931,931,6248.158576
186.379271,722,6250.22151
247.601471,583,6251.797289
201.991933,451,6252.744499
276.222154,383,6253.869774
257.278931,580,6255.849534
205.108553,544,6257.208921
241.793939,511,6258.554119
208.353593,476,6259.773602
245.797638,442,6260.905826
-14.053689,428,6261.794878
217.253325,562,6263.042923
215.210053,803,6266.186231
226.999989,579,6267.666543
246.585051,298,6268.279864
223.654468,511,6269.59659
222.665879,541,6271.457455
234.309865,500,6273.025067
166.141942,916,6275.891682
246.738921,405,6276.763525
269.505792,244,6277.455277
218.415553,578,6279.345747
28.180334,1000,6282.982329
150.06116,937,6286.517609
213.829819,477,6287.697592
277.284693,459,6289.083401
197.228387,718,6290.713998
220.516837,700,6292.464251
256.527669,334,6293.122859
251.929755,434,6294.200986
143.676513,774,6296.663787
232.677237,350,6297.396084
218.845387,567,6298.908567
209.593894,517,6300.210405
243.718521,517,6301.46966
202.637343,597,6303.306123
64.46665,1000,6306.913585
271.262476,340,6307.524391
258.728283,308,6308.059097
264.730704,460,6309.179727
237.344326,410,6309.98011
235.560792,474,6311.382703
44.311311,1000,6314.426243
246.197566,425,6315.250309
206.552055,450,6316.412011
230.33989,546,6318.356002
228.780559,391,6319.137198
239.220279,499,6320.339569
208.793036,429,6321.335441
165.215648,737,6323.838256
216.139903,353,6324.540314
245.27208,328,6325.182173
277.284897,403,6326.088605
237.766235,574,6327.992886
283.230406,411,6328.805792
225.622932,442,6329.824511
238.197204,574,6331.50424
263.721551,354,6332.29639
237.60266,398,6333.043911
260.15339,497,6334.44189
256.327657,365,6335.311347
-18.312354,1000,6339.389492
254.770324,229,6339.785983
222.066569,345,6340.466457
264.200193,402,6341.903512
218.504746,304,6343.147901
247.972091,578,6345.317602
204.983548,507,6346.559636
253.940359,505,6347.893895
274.127906,386,6348.781054
283.670559,335,6349.445029
233.60678,498,6350.651964
-7.125793,1000,6354.209848
197.533614,737,6356.196729
224.701035,419,6357.078203
254.843521,455,6358.076823
228.727442,251,6358.865341
26.446291,1000,6363.341549
259.089764,346,6364.010786
231.833744,535,6365.375021
255.279662,516,6366.538654
194.919869,450,6367.877204
240.558619,477,6369.060872
255.018897,479,6370.359716
79.582115,1000,6373.691382
198.011289,874,6376.012351
260.279558,404,6376.826317
241.758757,419,6377.653664
132.517532,889,6381.629433
228.094562,344,6382.292442
255.062568,369,6383.053547
241.453573,248,6383.504424
241.701469,655,6385.728088
15.195185,1000,6389.243952
7.805265,1000,6393.365917
232.427015,348,6394.081264
-36.417498,1000,6398.248871
224.518814,599,6399.602211
-16.660987,1000,6403.023528
-8.815309,1000,6407.096631
262.390141,458,6408.547021
9.191152,1000,6412.792704
17.022872,1000,6415.89421
262.362065,362,6416.674989
-30.938913,1000,6420.773592
251.512536,363,6421.580112
-32.563932,1000,6425.747695
242.704765,442,6426.751875
245.79532,451,6428.012557
121.056832,915,6431.719563
-26.010188,1000,6435.525234
217.218717,726,6437.813766
161.264133,902,6441.0211
222.512589,462,6442.026108
240.433327,327,6442.691037
228.222449,561,6444.176639
-37.155634,1000,6448.345192
160.514668,815,6450.763323
174.416843,824,6453.4825
211.200096,633,6455.550054
